labels,text,predicates,subj/obj,triple_A,triple_B,triple_C,triple_D
ablation-analysis,"But as shown above , our model achieves a good score in SQuAD 2.0 test , which shows this model has the potential to achieve higher performance by making progress on both the answer detection and classification tasks .","[('achieves', (7, 8)), ('in', (11, 12))]","[('our model', (5, 7)), ('good score', (9, 11)), ('SQuAD 2.0 test', (12, 15))]",[],[],[],[]
ablation-analysis,"Overall , we can conclude that our multi-task model works well since the performance of unanswerability classification improves significantly when the answer pointer and answer verifier work simultaneously .","[('conclude that', (4, 6)), ('works', (9, 10)), ('of', (14, 15)), ('when', (19, 20)), ('work', (26, 27))]","[('our multi-task model', (6, 9)), ('well', (10, 11)), ('performance', (13, 14)), ('unanswerability classification', (15, 17)), ('improves', (17, 18)), ('significantly', (18, 19)), ('answer pointer and answer verifier', (21, 26)), ('simultaneously', (27, 28))]",[],[],[],[]
ablation-analysis,"As we can see , when the threshold is set to 0.5 , F1 score of answerable questions is similar to that of unanswerable questions .","[('set to', (9, 11)), ('of', (15, 16)), ('similar to', (19, 21))]","[('threshold', (7, 8)), ('0.5', (11, 12)), ('F1 score', (13, 15)), ('answerable questions', (16, 18)), ('unanswerable questions', (23, 25))]",[],[],[],[]
ablation-analysis,"When we increase the threshold ( i.e. , more likely to predict the question as unanswerable ) , performance for answerable questions degrades , and improves for unanswerable questions .","[('increase', (2, 3)), ('for', (19, 20))]","[('threshold', (4, 5)), ('performance', (18, 19)), ('answerable questions', (20, 22)), ('degrades', (22, 23)), ('improves', (25, 26)), ('unanswerable questions', (27, 29))]",[],[],[],[]
ablation-analysis,"We can see that the overall F 1 score is slightly better , which is consistent with the idea from SQ uAD 2.0 .","[('see that', (2, 4)), ('is', (9, 10)), ('consistent with', (15, 17))]","[('overall F 1 score', (5, 9)), ('slightly better', (10, 12))]",[],[],[],[]
ablation-analysis,"Finally , we set the threshold to be 0.7 for the submission system to SQuAD evaluation .","[('set', (3, 4)), ('to be', (6, 8)), ('for', (9, 10)), ('to', (13, 14))]","[('threshold', (5, 6)), ('0.7', (8, 9)), ('submission system', (11, 13)), ('SQuAD evaluation', (14, 16))]",[],[],[],[]
research-problem,SDNET : CONTEXTUALIZED ATTENTION - BASED DEEP NETWORK FOR CONVERSATIONAL QUESTION AN - SWERING,[],"[('CONVERSATIONAL QUESTION', (9, 11))]",[],[],[],[]
research-problem,Conversational question answering ( CQA ) is a novel QA task that requires understanding of dialogue context .,[],"[('Conversational question answering ( CQA )', (0, 6))]",[],[],[],[]
research-problem,"Different from traditional single - turn machine reading comprehension ( MRC ) tasks , CQA includes passage comprehension , coreference resolution , and contextual understanding .",[],"[('machine reading comprehension ( MRC )', (6, 12)), ('CQA', (14, 15)), ('passage', (16, 17))]",[],[],[],[]
research-problem,Traditional machine reading comprehension ( MRC ) tasks share the single - turn setting of answering a single question related to a passage .,[],"[('machine reading comprehension ( MRC )', (1, 7))]",[],[],[],[]
model,"In this paper , we propose SDNet , a contextual attention - based deep neural network for the task of conversational question answering .","[('propose', (5, 6)), ('for', (16, 17))]","[('SDNet', (6, 7)), ('contextual attention - based deep neural network', (9, 16)), ('task', (18, 19)), ('conversational question answering', (20, 23))]",[],[],[],[]
model,"Secondly , SDNet leverages the latest breakthrough in NLP : BERT contextual embedding .","[('leverages', (3, 4)), ('in', (7, 8))]","[('SDNet', (2, 3)), ('latest breakthrough', (5, 7)), ('NLP', (8, 9)), ('BERT contextual embedding', (10, 13))]",[],[],[],[]
hyperparameters,"For training , we use all questions / answers for one passage as a batch .","[('For', (0, 1)), ('use', (4, 5)), ('for', (9, 10)), ('as', (12, 13))]","[('training', (1, 2)), ('all questions / answers', (5, 9)), ('one passage', (10, 12)), ('batch', (14, 15))]",[],[],[],[]
baselines,"We compare SDNet with the following baseline models : PGNet ( Seq2 Seq with copy mechanism ) , DrQA , DrQA + PGNet , BiDAF ++ and .","[('compare', (1, 2))]","[('SDNet', (2, 3)), ('PGNet ( Seq2 Seq with copy mechanism )', (9, 17)), ('DrQA', (18, 19)), ('DrQA + PGNet', (20, 23)), ('BiDAF ++', (24, 26))]",[],[],[],[]
experiments,"As shown , SDNet achieves significantly better results than baseline models .","[('achieves', (4, 5)), ('than', (8, 9))]","[('SDNet', (3, 4)), ('significantly better results', (5, 8)), ('baseline models', (9, 11))]",[],[],[],[]
experiments,"In detail , the single SDNet model improves overall F 1 by 1.6 % , compared with previous state - of - art model on CoQA , Flow QA .","[('improves', (7, 8)), ('by', (11, 12)), ('compared with', (15, 17)), ('on', (24, 25))]","[('single SDNet model', (4, 7)), ('overall F 1', (8, 11)), ('1.6 %', (12, 14)), ('previous state - of - art model', (17, 24)), ('CoQA', (25, 26))]",[],[],[],[]
experiments,"Ensemble SDNet model further improves overall F 1 score by 2.7 % , and it 's the first model to achieve over 80 % F 1 score on in - domain datasets ( 80.7 % ) .","[('further improves', (3, 5)), ('by', (9, 10)), ('on', (27, 28))]","[('Ensemble SDNet model', (0, 3)), ('overall F 1 score', (5, 9)), ('2.7 %', (10, 12)), ('over', (21, 22)), ('in - domain datasets', (28, 32))]",[],[],[],[]
experiments,"As seen , SDNet overpasses all but one baseline models after the second epoch , and achieves state - of - the - art results only after 8 epochs .","[('overpasses', (4, 5)), ('after', (10, 11)), ('achieves', (16, 17)), ('after', (26, 27))]","[('SDNet', (3, 4)), ('all but one baseline models', (5, 10)), ('second epoch', (12, 14)), ('state - of - the - art results', (17, 25)), ('8 epochs', (27, 29))]",[],[],[],[]
ablation-analysis,The results show that removing BERT can reduce the F 1 score on development set by 7.15 % .,"[('show', (2, 3)), ('removing', (4, 5)), ('on', (12, 13)), ('by', (15, 16))]","[('BERT', (5, 6)), ('F 1 score', (9, 12)), ('development set', (13, 15)), ('7.15 %', (16, 18))]",[],[],[],[]
ablation-analysis,"Our proposed weight sum of per-layer output from BERT is crucial , which can boost the performance by 1.75 % , compared with using only last layer 's output .","[('of', (4, 5)), ('from', (7, 8)), ('is', (9, 10)), ('can', (13, 14)), ('by', (17, 18)), ('compared with using', (21, 24))]","[('Our', (0, 1)), ('proposed weight sum', (1, 4)), ('per-layer output', (5, 7)), ('BERT', (8, 9)), ('crucial', (10, 11)), ('boost', (14, 15)), ('performance', (16, 17)), ('1.75 %', (18, 20)), (""only last layer 's output"", (24, 29))]",[],[],[],[]
ablation-analysis,"Using BERT - base instead of BERT - large pretrained model hurts the F 1 score by 2.61 % , which manifests the superiority of BERT - large model .","[('Using', (0, 1)), ('instead of', (4, 6)), ('hurts', (11, 12)), ('by', (16, 17))]","[('BERT - base', (1, 4)), ('BERT - large pretrained model', (6, 11)), ('F 1 score', (13, 16)), ('2.61 %', (17, 19))]",[],[],[],[]
ablation-analysis,"Variational dropout and self attention can each improve the performance by 0.24 % and 0.75 % , respectively .","[('by', (10, 11))]","[('Variational dropout and self attention', (0, 5)), ('performance', (9, 10)), ('0.24 % and 0.75 %', (11, 16))]",[],[],[],[]
research-problem,TRACKING THE WORLD STATE WITH RECURRENT ENTITY NETWORKS,[],"[('TRACKING THE WORLD STATE', (0, 4))]",[],[],[],[]
model,"It may also learn basic rules of approximate ( logical ) inference , such as the fact that objects belonging to the same category tend to have similar properties ( light objects can be carried over from rooms to rooms for instance ) .","[('of', (6, 7)), ('belonging to', (19, 21)), ('tend to have', (24, 27))]","[('basic rules', (4, 6)), ('approximate ( logical ) inference', (7, 12)), ('same category', (22, 24)), ('similar properties', (27, 29))]",[],[],[],[]
model,We propose to handle this scenario with a new kind of memory - augmented neural network that uses a distributed memory and processor architecture : the Recurrent Entity Network ( EntNet ) .,"[('with', (6, 7)), ('uses', (17, 18))]","[('new kind of memory - augmented neural network', (8, 16)), ('distributed memory and processor architecture', (19, 24)), ('Recurrent Entity Network ( EntNet )', (26, 32))]",[],[],[],[]
results,SYNTHETIC WORLD MODEL TASK,[],[],[],[],[],[]
hyperparameters,"For the MemN2N , we set the number of hops equal to T ? 2 and the embedding dimension to d = 20 .","[('For', (0, 1)), ('set', (5, 6)), ('equal to', (10, 12))]","[('MemN2N', (2, 3)), ('number of hops', (7, 10)), ('T ? 2', (12, 15)), ('embedding dimension', (17, 19)), ('d = 20', (20, 23))]",[],[],[],[]
hyperparameters,"All models were trained with ADAM with initial learning rates set by grid search over { 0.1 , 0.01 , 0.001 } and divided by 2 every 10,000 updates .","[('trained with', (3, 5)), ('with', (6, 7)), ('set by', (10, 12)), ('over', (14, 15)), ('divided by', (23, 25))]","[('ADAM', (5, 6)), ('initial learning rates', (7, 10)), ('grid search', (12, 14)), ('{ 0.1 , 0.01 , 0.001 }', (15, 22)), ('2 every 10,000 updates', (25, 29))]",[],[],[],[]
results,"The MemN2N has the worst performance , which degrades quickly as the length of the sequence increases .","[('as', (10, 11))]","[('MemN2N', (1, 2)), ('worst performance', (4, 6)), ('degrades', (8, 9)), ('quickly', (9, 10)), ('length of the sequence', (12, 16)), ('increases', (16, 17))]",[],[],[],[]
results,"The LSTM performs better , but still loses accuracy as the length of the sequence increases .","[('performs', (2, 3)), ('as', (9, 10))]","[('LSTM', (1, 2)), ('better', (3, 4)), ('loses', (7, 8)), ('accuracy', (8, 9)), ('length of the sequence', (11, 15)), ('increases', (15, 16))]",[],[],[],[]
results,"In contrast , the EntNet is able to solve the task in all cases .","[('able to solve', (6, 9)), ('in', (11, 12))]","[('EntNet', (4, 5)), ('task', (10, 11)), ('all cases', (12, 14))]",[],[],[],[]
results,We see that the model is able to achieve good performance several times past its training horizon .,"[('see', (1, 2)), ('able to achieve', (6, 9))]","[('model', (4, 5)), ('good performance', (9, 11)), ('several times past', (11, 14)), ('its training horizon', (14, 17))]",[],[],[],[]
experiments,BABI TASKS,[],[],[],[],[],[]
hyperparameters,"All models were trained with ADAM using a learning rate of ? = 0.01 , which was divided by 2 every 25 epochs until 200 epochs were reached .","[('trained with', (3, 5)), ('using', (6, 7)), ('of', (10, 11)), ('divided by', (17, 19)), ('until', (23, 24))]","[('ADAM', (5, 6)), ('learning rate', (8, 10)), ('? = 0.01', (11, 14)), ('2 every 25 epochs', (19, 23)), ('200 epochs', (24, 26))]",[],[],[],[]
hyperparameters,"In all experiments , our model had embedding dimension size d = 100 and 20 memory slots .",[],"[('our model', (4, 6)), ('embedding dimension size d = 100', (7, 13)), ('20 memory slots', (14, 17))]",[],[],[],[]
experiments,"Our model is able to solve all the tasks , outperforming the other models in terms of both the number of solved tasks and the average error .","[('able to', (3, 5)), ('in terms of', (14, 17))]","[('Our model', (0, 2)), ('solve', (5, 6)), ('all the tasks', (6, 9)), ('outperforming', (10, 11)), ('other models', (12, 14)), ('number of solved tasks', (19, 23)), ('average error', (25, 27))]",[],[],[],[]
experiments,"Note that it does not store useful or correct information in the memory slots corresponding to locations , most likely because this task does not contain questions about locations ( such as "" who is in the kitchen ? "" ) .","[('does not store', (3, 6)), ('in', (10, 11)), ('corresponding to', (14, 16))]","[('useful or correct information', (6, 10)), ('memory slots', (12, 14)), ('locations', (16, 17))]",[],[],[],[]
experiments,CHILDRE N'S BOOK TEST ( CBT ),[],[],[],[],[],[]
hyperparameters,All models were trained using standard stochastic gradient descent ( SGD ) with a fixed learning rate of 0.001 .,"[('trained using', (3, 5)), ('with', (12, 13)), ('of', (17, 18))]","[('standard stochastic gradient descent ( SGD )', (5, 12)), ('fixed learning rate', (14, 17)), ('0.001', (18, 19))]",[],[],[],[]
hyperparameters,"We used separate input encodings for the update and gating functions , and applied a dropout rate of 0.5 to the word embedding dimensions .","[('used', (1, 2)), ('for', (5, 6)), ('applied', (13, 14)), ('of', (17, 18)), ('to', (19, 20))]","[('separate input encodings', (2, 5)), ('update and gating functions', (7, 11)), ('dropout rate', (15, 17)), ('0.5', (18, 19)), ('word embedding dimensions', (21, 24))]",[],[],[],[]
results,"The general EntNet performs better than the LSTMs and n-gram model on the Named Entities Task , but lags behind on the Common Nouns task .","[('performs', (3, 4)), ('than', (5, 6)), ('on', (11, 12)), ('lags behind', (18, 20))]","[('general EntNet', (1, 3)), ('better', (4, 5)), ('LSTMs and n-gram model', (7, 11)), ('Named Entities Task', (13, 16)), ('Common Nouns task', (22, 25))]",[],[],[],[]
